timestamp,label,country,state,sourcehost,username,destination,longitude,latitude,"event_count"
"2024-09-10 17:16:57
","Ukraine - 185.156.72.69",Ukraine,"Kyiv City","185.156.72.69",MPLS,honeypot,"30.45675","50.43830",1
"2024-09-10 17:16:56
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",DB2INST1,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:55
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",ARROW,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:54
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",CHRIS,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:53
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6","F7117-BESSCONNIE600",honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:52
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",ADMINISTRATOR,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:51
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",FOCUS,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:50
","Ukraine - 185.156.72.69",Ukraine,"Kyiv City","185.156.72.69",VN,honeypot,"30.45675","50.43830",1
"2024-09-10 17:08:21
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",ASH,honeypot,"30.52428","50.45056",1
"2024-09-10 17:08:20
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",TELEFONIA,honeypot,"30.45675","50.43830",1
"2024-09-10 17:08:19
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",ESTEFANIA,honeypot,"30.52428","50.45056",1
"2024-09-10 17:08:18
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",PRAKASH,honeypot,"30.52428","50.45056",1
"2024-09-10 17:08:17
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",MANGOPROMIS,honeypot,"30.52428","50.45056",1
"2024-09-10 17:08:16
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",NOASK,honeypot,"30.52428","50.45056",1
"2024-09-10 17:08:15
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",BCADMIN,honeypot,"30.52428","50.45056",1
"2024-09-10 17:08:14
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",KANYARAT,honeypot,"30.52428","50.45056",1
"2024-09-10 17:08:13
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",CAMERAS,honeypot,"30.52428","50.45056",1
"2024-09-10 17:08:12
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",MALU,honeypot,"30.52428","50.45056",1
"2024-09-10 17:08:11
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",NETO,honeypot,"30.52428","50.45056",1
"2024-09-10 17:08:10
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",PAULA,honeypot,"30.52428","50.45056",1
"2024-09-10 17:08:09
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",MORGANA,honeypot,"30.52428","50.45056",1
"2024-09-10 17:08:08
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",NITAP,honeypot,"30.52428","50.45056",1
"2024-09-10 17:08:07
","Ukraine - 185.156.72.69",Ukraine,"Kyiv City","185.156.72.69",UPLOAD,honeypot,"30.45675","50.43830",1
"2024-09-10 17:08:06
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",TEST,honeypot,"30.45675","50.43830",1
"2024-09-10 17:08:05
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",120936,honeypot,"30.52428","50.45056",1
"2024-09-10 17:08:04
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",THITIMA,honeypot,"30.52428","50.45056",1
"2024-09-10 17:08:03
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",XADMIN,honeypot,"30.52428","50.45056",1
"2024-09-10 17:08:02
","Ukraine - 185.156.72.69",Ukraine,"Kyiv City","185.156.72.69",BIEKE,honeypot,"30.45675","50.43830",1
"2024-09-10 17:08:01
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",MARC,honeypot,"30.52428","50.45056",1
"2024-09-10 17:08:00
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",REPORTUSER,honeypot,"30.52428","50.45056",1
"2024-09-10 17:07:59
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",COBRANZA,honeypot,"30.52428","50.45056",1
"2024-09-10 17:07:58
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",TESZT,honeypot,"30.52428","50.45056",1
"2024-09-10 17:07:57
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",DONOTREPLY,honeypot,"30.52428","50.45056",1
"2024-09-10 17:07:56
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",DAVIDW,honeypot,"30.52428","50.45056",1
"2024-09-10 17:07:55
","Ukraine - 185.156.72.69",Ukraine,"Kyiv City","185.156.72.69",TEST,honeypot,"30.45675","50.43830",1
"2024-09-10 17:07:54
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",GERENCIAL,honeypot,"30.52428","50.45056",1
"2024-09-10 17:07:53
","Ukraine - 185.156.72.69",Ukraine,"Kyiv City","185.156.72.69",LOJA43,honeypot,"30.45675","50.43830",1
"2024-09-10 17:07:52
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",GESTION,honeypot,"30.45675","50.43830",1
"2024-09-10 17:07:51
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",SOS,honeypot,"30.52428","50.45056",1
"2024-09-10 17:07:50
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",PETROV,honeypot,"30.52428","50.45056",1
"2024-09-10 17:07:49
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",USER01,honeypot,"30.45675","50.43830",1
"2024-09-10 17:07:48
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",JOHN,honeypot,"30.52428","50.45056",1
"2024-09-10 17:07:47
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",2LINEADMIN,honeypot,"30.52428","50.45056",1
"2024-09-10 17:07:46
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6","HEBE.ZHOU",honeypot,"30.52428","50.45056",1
"2024-09-10 17:07:45
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",PC,honeypot,"30.45675","50.43830",1
"2024-09-10 17:07:44
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",ONEYE,honeypot,"30.52428","50.45056",1
"2024-09-10 17:07:43
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",INGRID,honeypot,"30.52428","50.45056",1
"2024-09-10 17:07:42
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",USUARIO1,honeypot,"30.45675","50.43830",1
"2024-09-10 17:07:41
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",ACCESO,honeypot,"30.52428","50.45056",1
"2024-09-10 17:07:40
","Ukraine - 185.156.72.69",Ukraine,"Kyiv City","185.156.72.69",VLADA,honeypot,"30.45675","50.43830",1
"2024-09-10 17:07:39
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",WEBSERVICE,honeypot,"30.52428","50.45056",1
"2024-09-10 17:07:38
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",ALLAN,honeypot,"30.52428","50.45056",1
"2024-09-10 17:07:37
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",DOMAT,honeypot,"30.52428","50.45056",1
"2024-09-10 17:07:36
","Ukraine - 185.156.72.69",Ukraine,"Kyiv City","185.156.72.69",SK,honeypot,"30.45675","50.43830",1
"2024-09-10 17:07:35
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",SEILER,honeypot,"30.52428","50.45056",1
"2024-09-10 17:07:34
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",FERNANDA,honeypot,"30.45675","50.43830",1
"2024-09-10 17:07:33
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",SABRE,honeypot,"30.52428","50.45056",1
"2024-09-10 17:05:55
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",ALISTER,honeypot,"30.52428","50.45056",1
"2024-09-10 17:05:54
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",CARTADS,honeypot,"30.45675","50.43830",1
"2024-09-10 17:05:53
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",BEHEERDER,honeypot,"30.52428","50.45056",1
"2024-09-10 17:05:52
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",PETER,honeypot,"30.52428","50.45056",1
"2024-09-10 17:05:51
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",NECLA,honeypot,"30.52428","50.45056",1
"2024-09-10 17:05:50
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",ARTHUR,honeypot,"30.45675","50.43830",1
"2024-09-10 17:16:49
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",PDA1,honeypot,"30.45675","50.43830",1
"2024-09-10 17:16:48
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",EFREN,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:47
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",ADMINISTRATOR,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:46
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",ADMINISTRATOR,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:45
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",YONI,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:44
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",BEPPE,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:43
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",ACCOUNTS,honeypot,"30.45675","50.43830",1
"2024-09-10 17:16:42
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",ADMON,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:41
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",ARCHIVO,honeypot,"30.45675","50.43830",1
"2024-09-10 17:16:40
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",NETCLUES007,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:39
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",WISOFT,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:38
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",ESF,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:37
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",ADMINISTRATOR,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:36
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",MSHDAIFAT,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:35
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",SCAN,honeypot,"30.45675","50.43830",1
"2024-09-10 17:16:34
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",SCANNER,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:33
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",MERCATOR,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:32
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",TOMANOVA,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:31
","Ukraine - 185.156.72.69",Ukraine,"Kyiv City","185.156.72.69",FRANTISEK,honeypot,"30.45675","50.43830",1
"2024-09-10 17:16:30
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",ADMIN,honeypot,"30.45675","50.43830",1
"2024-09-10 17:16:29
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",GISELE,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:28
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",TEMPLATE,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:27
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",FIONA,honeypot,"30.45675","50.43830",1
"2024-09-10 17:16:26
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",ADMINISTRATOR,honeypot,"30.45675","50.43830",1
"2024-09-10 17:16:25
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",HOBAJAJ4,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:24
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39","ONBURO.MD",honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:23
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",JGOMES,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:22
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",RECEPCJA,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:21
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",MOBIL,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:20
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",PIELTEX,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:19
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",ASPNET,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:18
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",DEMOUSER,honeypot,"30.45675","50.43830",1
"2024-09-10 17:16:17
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",SYSCO,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:16
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",JODY,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:15
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",ORACLE,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:14
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",HP,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:13
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",AICM2,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:12
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",PDA1,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:11
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",CONTADOR,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:10
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",AUTOCOUNT1,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:09
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",SHOP,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:08
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",RECEPTION,honeypot,"30.45675","50.43830",1
"2024-09-10 17:16:07
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",PRESIDENCIA,honeypot,"30.52428","50.45056",1
"2024-09-10 17:16:06
","Ukraine - 45.143.201.131",Ukraine,"Kyiv City","45.143.201.131",RAZA,honeypot,"30.45675","50.43830",1
"2024-09-10 17:10:00
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",WAHITU,honeypot,"30.52428","50.45056",1
"2024-09-10 17:09:59
","Ukraine - 31.43.185.39",Ukraine,"Kyiv City","31.43.185.39",WAREHOUSE2,honeypot,"30.52428","50.45056",1
"2024-09-10 17:09:58
","Ukraine - 31.43.185.40",Ukraine,"Kyiv City","31.43.185.40",LY,honeypot,"30.52428","50.45056",1
"2024-09-10 17:09:57
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",ETRAVEL,honeypot,"30.52428","50.45056",1
"2024-09-10 17:09:56
","Ukraine - 31.43.185.6",Ukraine,"Kyiv City","31.43.185.6",DORA,honeypot,"30.52428","50.45056",1
